customer_id,customer_name,age,gender,income,loyalty_points,is_member,order_date,order_time,product_1,product_2,product_3,product_4,product_5,category_1,category_2,category_3,category_4,category_5,price_1,price_2,price_3,price_4,price_5,quantity_1,quantity_2,quantity_3,quantity_4,quantity_5
31,Frank Mitchell,37,Male,51596.66,819,True,2022-05-21,14:49:46,C,H,L,P,S,Books,Outdoor,Snacks,Toys,Beauty,187.6,93.16,5.01,5.31,3.58,2,6,5,43,54
32,Mr. William Thomas,30,Other,58168.81,479,True,2022-04-18,20:30:59,A,H,K,O,Q,Books,Office,Food,Games,Beauty,143.63,63.38,9.9,9.02,9.91,1,9,16,10,60
33,Craig Patterson,19,Male,55908.99,112,False,2022-09-29,18:53:06,A,H,K,M,Q,Clothing,Office,Snacks,Toys,Pets,253.8,66.25,36.48,4.64,7.77,4,3,14,36,85
34,Pamela Williams,29,Other,44055.31,295,False,2022-09-14,23:38:53,D,H,I,N,R,Books,Office,Food,Sports,Pets,130.15,69.13,32.88,12.29,2.15,1,2,16,28,84
35,Danielle Gonzales,61,Other,50189.66,250,True,2022-07-12,13:54:55,B,G,I,M,T,Books,Office,Drinks,Toys,Beauty,461.37,33.72,10.36,11.64,9.64,1,6,4,29,31
36,Jose Torres,35,Male,49630.52,900,False,2022-11-03,16:33:23,B,H,K,P,S,Books,Outdoor,Snacks,Games,Health,312.9,138.86,37.93,2.5,0.83,2,7,11,7,43
37,Erika Jones,32,Other,49437.32,479,True,2022-08-31,07:37:35,A,E,L,M,Q,Clothing,Office,Food,Toys,Health,147.46,73.97,20.58,11.49,9.04,3,6,18,44,84
38,Tiffany Brown,25,Female,65519.66,191,True,2022-11-27,19:30:51,A,F,K,N,T,Books,Outdoor,Food,Toys,Pets,354.86,63.71,2.49,10.01,2.09,1,5,13,47,40
39,Charles Decker,60,Other,52582.96,201,False,2023-03-09,13:01:59,C,E,J,M,T,Books,Home,Drinks,Sports,Pets,482.91,161.27,27.9,10.58,8.44,2,1,9,11,6
40,John Allen,61,Other,42123.45,346,True,2022-08-13,06:10:33,B,G,K,P,Q,Clothing,Outdoor,Drinks,Sports,Health,296.07,115.81,17.3,12.79,6.13,2,7,19,11,18
41,Chloe Thompson,64,Other,48433.32,169,False,2023-03-24,09:36:51,C,E,L,M,R,Electronics,Outdoor,Drinks,Sports,Beauty,260.92,23.9,40.96,15.69,9.3,4,6,4,1,53
42,Alexa Williams,46,Other,42669.97,515,False,2022-09-09,07:35:08,C,H,K,M,R,Books,Office,Food,Sports,Pets,248.75,93.82,33.27,15.19,4.06,4,4,9,34,56
43,Anna Rosales,35,Female,49475.81,772,True,2022-04-22,23:41:48,D,H,I,M,S,Books,Outdoor,Drinks,Games,Beauty,113.58,6.84,31.16,15.94,2.46,1,7,13,31,75
44,William Smith,41,Male,58735.19,730,False,2022-10-08,09:25:23,C,H,I,N,R,Electronics,Home,Snacks,Sports,Pets,410.56,100.23,22.17,13.76,4.87,1,9,3,33,99
45,John Archer,31,Male,60726.43,468,False,2022-08-18,04:55:35,A,G,I,O,Q,Electronics,Home,Drinks,Sports,Beauty,262.66,51.14,23.92,17.04,5.78,1,6,19,22,85
46,Lisa Cline,50,Male,55754.7,700,True,2022-04-20,19:56:39,C,H,I,O,R,Electronics,Outdoor,Food,Sports,Beauty,41.92,162.62,47.21,7.42,2.55,4,9,16,33,32
47,Sandra Valentine,30,Other,51787.79,857,False,2022-05-23,14:25:37,A,F,J,P,S,Clothing,Office,Snacks,Games,Health,126.05,20.88,36.64,10.2,8.15,4,4,3,32,57
48,Brent Gilbert,23,Female,40811.17,923,False,2023-01-15,04:43:43,B,F,K,P,S,Electronics,Home,Snacks,Games,Beauty,105.15,57.78,26.0,9.55,7.77,1,8,2,19,52
49,Tonya Anderson,49,Female,50021.38,78,True,2022-10-12,19:18:19,C,F,K,P,Q,Electronics,Office,Food,Games,Health,25.96,78.12,49.0,11.59,0.83,4,8,6,45,76
50,Jared Bryant,55,Female,54264.07,202,False,2022-11-30,13:21:32,A,E,J,N,S,Clothing,Office,Drinks,Sports,Pets,182.74,122.02,25.26,10.76,0.5,1,4,7,18,25
51,Brian Wilson,49,Other,72294.37,830,True,2022-05-17,09:49:57,B,H,L,N,R,Clothing,Home,Snacks,Sports,Pets,494.5,51.58,39.06,2.35,1.14,2,2,10,5,70
52,Nicholas Choi,43,Male,44485.91,92,True,2022-05-10,12:47:20,B,G,K,P,T,Clothing,Office,Snacks,Sports,Beauty,264.86,56.9,14.05,12.46,8.62,3,1,5,11,63
53,Donald Parks,38,Male,32493.59,458,True,2022-12-23,05:24:59,C,H,L,P,R,Clothing,Office,Drinks,Toys,Health,167.99,56.65,12.32,17.0,4.13,3,6,8,45,19
54,Stephanie Fox,63,Male,41834.8,217,False,2022-09-15,17:06:32,B,F,J,N,R,Electronics,Outdoor,Snacks,Sports,Health,229.56,46.88,46.14,16.49,5.94,2,6,3,4,23
55,Wendy Walker,34,Male,53419.9,327,True,2022-11-30,05:41:38,A,G,L,P,S,Electronics,Office,Snacks,Games,Pets,126.56,154.02,32.98,9.01,9.2,4,2,8,3,9
56,Amy Hicks,59,Male,51676.05,132,True,2022-11-15,14:00:57,A,G,J,M,T,Books,Home,Drinks,Games,Beauty,382.36,106.01,45.02,3.16,4.53,3,5,2,25,9
57,Heather Coleman,26,Male,48581.15,416,True,2023-04-03,21:10:37,D,G,J,N,S,Books,Office,Snacks,Toys,Health,376.32,139.95,46.07,12.89,0.59,4,4,11,46,82
58,Kyle Hernandez,62,Other,59150.14,23,True,2022-12-04,08:14:36,B,G,J,N,S,Clothing,Office,Snacks,Toys,Beauty,440.5,97.56,48.09,10.95,5.8,1,7,15,39,13
59,Christopher Green,24,Female,47552.06,16,False,2022-06-12,10:48:17,D,E,I,N,Q,Books,Office,Food,Games,Health,112.63,70.27,39.91,9.86,2.87,2,1,2,9,16
60,Joan Morrison PhD,40,Other,37790.54,479,True,2022-04-18,00:22:31,D,G,J,O,Q,Clothing,Outdoor,Drinks,Games,Pets,467.56,142.85,46.89,13.94,5.92,4,7,7,17,58
61,Heather Savage,62,Other,60153.81,926,False,2023-01-13,09:10:53,B,E,L,M,T,Electronics,Office,Drinks,Sports,Beauty,434.53,48.43,40.39,8.27,5.64,2,9,6,48,29
62,Gabrielle Riley,44,Female,51487.16,841,False,2022-10-27,16:31:11,C,E,L,O,T,Electronics,Office,Food,Sports,Beauty,406.71,133.95,26.59,1.02,4.11,4,5,18,22,11
63,Nancy Jones,37,Male,45512.89,921,False,2022-04-08,05:17:43,D,G,J,M,Q,Books,Outdoor,Drinks,Games,Health,354.74,69.98,49.09,19.12,1.15,3,4,17,5,78
64,Gregory Blair,36,Female,59448.39,382,False,2023-02-08,03:18:14,B,G,I,M,R,Clothing,Outdoor,Food,Sports,Beauty,433.69,176.14,9.03,17.85,7.93,1,9,2,17,91
65,Brian Chang,39,Other,54352.76,913,True,2022-08-16,21:15:54,C,G,K,N,R,Clothing,Home,Drinks,Sports,Pets,294.86,12.9,43.2,2.89,4.75,3,2,12,14,89
66,Kenneth Jones,64,Male,48187.42,930,True,2022-04-30,06:12:11,B,E,I,P,R,Electronics,Outdoor,Food,Toys,Health,436.26,51.76,11.43,10.82,7.25,1,5,8,29,69
67,Jacob Mitchell,52,Other,41887.46,231,False,2022-09-05,15:58:47,A,G,K,O,R,Books,Home,Snacks,Games,Health,170.86,179.96,5.6,11.78,10.0,4,8,7,24,45
68,Lauren Hardy,55,Other,41811.7,354,False,2023-02-19,14:37:09,A,E,J,N,S,Clothing,Home,Food,Games,Pets,327.59,18.46,27.82,4.36,5.11,4,2,8,29,65
69,Brett Castro,63,Female,56436.51,611,False,2022-07-14,04:53:29,A,F,J,N,Q,Clothing,Outdoor,Drinks,Games,Health,347.84,162.02,36.21,19.04,3.87,3,6,1,15,2
70,Jeffrey Oconnell,56,Female,38435.49,762,False,2022-04-29,13:30:57,A,F,L,N,R,Electronics,Home,Food,Games,Beauty,272.17,144.23,22.01,3.04,4.24,2,7,18,16,23
71,Jennifer Parks,25,Female,66748.84,459,False,2023-01-08,08:56:43,B,F,L,N,S,Books,Outdoor,Snacks,Toys,Beauty,378.49,42.59,48.62,1.6,1.35,1,1,18,2,88
72,Erika Humphrey,54,Male,49371.67,741,False,2023-03-16,18:32:33,B,H,J,M,T,Electronics,Home,Food,Toys,Health,391.72,9.32,18.26,14.87,0.54,2,6,4,26,56
73,Diana Tanner MD,21,Male,55431.47,772,False,2022-11-11,07:47:13,D,G,J,P,T,Clothing,Home,Food,Toys,Beauty,323.48,29.03,21.25,3.89,1.02,2,6,11,42,45
74,Cheyenne Martinez,23,Female,59130.26,774,True,2023-01-31,13:04:05,C,H,K,O,R,Clothing,Office,Snacks,Games,Health,326.2,63.54,10.02,8.85,0.89,4,7,8,15,47
75,Amy Schmidt,64,Other,41650.65,487,True,2022-09-15,08:19:49,C,E,K,N,T,Electronics,Office,Drinks,Toys,Beauty,494.93,86.26,49.04,7.7,9.67,2,2,9,22,45
76,Sara Miles,33,Other,53079.12,771,True,2022-11-30,19:34:59,D,F,J,N,S,Books,Home,Food,Toys,Pets,99.71,21.32,21.96,17.91,3.16,3,6,16,24,8
77,Amanda Cain,52,Male,42859.84,155,False,2022-09-13,18:01:53,B,E,J,M,S,Electronics,Outdoor,Food,Toys,Beauty,54.92,43.03,8.74,16.96,5.47,1,1,9,40,86
78,Lauren Johnson,28,Female,46882.49,886,True,2022-05-30,15:16:08,A,E,L,N,T,Electronics,Outdoor,Food,Sports,Health,431.81,168.2,45.4,12.37,1.44,3,1,8,14,60
79,Brandy Schneider DDS,46,Other,44103.48,173,False,2022-08-05,08:22:46,D,G,I,M,T,Clothing,Home,Food,Games,Health,118.08,173.98,23.58,11.81,4.8,1,4,2,13,17
80,Amy Torres,22,Other,50068.43,941,True,2022-04-27,15:26:26,C,F,J,M,T,Books,Home,Food,Games,Health,145.34,137.69,30.28,7.96,5.22,2,4,16,3,2
81,Joshua Fields,36,Male,62331.54,896,False,2022-08-14,17:19:09,A,G,L,O,Q,Books,Home,Food,Games,Health,81.52,32.24,33.62,9.1,1.73,1,7,18,47,80
82,Krista Rivera,57,Other,54066.42,798,True,2022-11-29,09:28:18,A,E,I,M,S,Clothing,Home,Food,Toys,Beauty,208.1,36.75,2.75,13.05,5.27,3,2,10,20,23
83,Shawn Collins,43,Other,51038.83,920,True,2022-10-04,23:23:47,D,H,J,P,S,Books,Outdoor,Drinks,Games,Health,285.56,28.0,16.67,19.87,6.78,4,4,2,3,27
84,Amber Coleman,61,Other,57967.14,186,True,2022-07-22,02:11:23,B,F,L,N,S,Books,Home,Food,Toys,Beauty,156.13,176.3,17.77,3.52,8.64,4,1,16,32,68
85,Amber Lambert,32,Other,45181.78,313,False,2022-05-08,23:35:17,B,G,K,P,T,Books,Office,Drinks,Games,Pets,332.29,112.15,37.89,14.9,7.66,1,4,8,48,40
86,Hannah Cline,41,Female,58585.53,660,True,2022-11-04,13:55:02,C,E,I,P,S,Electronics,Office,Drinks,Sports,Beauty,368.57,144.58,7.89,6.44,6.92,2,1,2,26,93
87,Andrew Peterson,38,Male,39719.25,221,False,2022-08-25,12:30:10,C,E,K,P,R,Clothing,Office,Food,Sports,Pets,435.89,52.94,13.79,1.18,6.98,1,4,18,36,57
88,Anthony Smith,59,Other,67256.87,270,False,2022-07-19,21:05:26,B,E,I,O,Q,Books,Outdoor,Snacks,Games,Health,99.08,41.91,13.65,7.75,6.59,2,4,8,18,63
89,Terry Horne,18,Female,55683.55,572,True,2022-05-31,05:19:30,B,E,I,P,T,Electronics,Office,Snacks,Toys,Health,12.36,154.9,6.42,5.24,2.04,1,6,3,33,84
90,Nicole Roberson,52,Male,57674.44,672,False,2022-12-03,09:29:40,A,E,I,M,R,Clothing,Office,Food,Sports,Pets,111.04,107.57,30.71,17.74,2.22,3,1,15,38,77
91,Jeffrey Stephens,44,Male,59352.5,285,True,2023-02-15,02:16:00,D,E,I,M,R,Electronics,Home,Food,Games,Health,41.63,88.03,32.89,8.74,5.98,4,1,10,30,62
92,John Ward,51,Female,44341.88,260,True,2022-12-24,10:42:39,D,G,I,P,S,Books,Outdoor,Food,Toys,Pets,50.44,188.0,22.38,6.51,8.07,2,2,9,37,50
93,Kimberly Stokes,39,Female,47316.91,661,False,2022-04-15,17:17:53,C,F,K,M,S,Books,Outdoor,Drinks,Games,Health,100.28,113.67,42.8,9.51,4.34,4,5,7,46,71
94,Christopher Smith,25,Female,49586.78,845,False,2023-03-15,05:41:17,D,E,I,M,R,Books,Office,Snacks,Games,Health,10.48,80.02,13.48,14.29,4.07,1,6,14,33,5
95,Monique Collins,22,Female,62374.25,973,False,2022-05-06,11:22:13,D,H,L,O,R,Clothing,Outdoor,Drinks,Games,Pets,293.4,113.9,5.49,1.49,9.1,1,7,18,38,14
96,Frank Flores,57,Other,56228.77,891,False,2022-05-27,11:43:27,C,E,K,P,S,Books,Office,Snacks,Games,Pets,219.01,79.76,44.78,14.22,5.31,4,1,8,45,72
97,Joseph Davis,35,Other,50227.6,742,True,2022-09-02,14:03:27,D,G,K,O,T,Clothing,Home,Food,Sports,Pets,275.13,166.28,49.19,7.46,6.9,1,9,7,5,99
98,Jessica Goodwin,18,Female,51654.03,871,True,2022-10-16,21:19:00,A,H,L,N,R,Electronics,Home,Drinks,Toys,Beauty,53.45,96.83,2.4,2.25,1.08,3,1,11,32,8
99,Raymond Miller,39,Female,45755.38,555,False,2022-04-16,03:48:32,B,H,L,M,T,Books,Office,Food,Toys,Beauty,472.15,43.16,46.96,14.98,1.45,1,2,10,25,5
100,Angela Anthony,59,Female,40884.07,730,True,2022-12-22,04:22:16,D,E,I,N,S,Books,Office,Snacks,Sports,Pets,354.23,107.25,43.69,12.55,2.65,2,2,13,18,27
101,Robert Robinson,59,Male,42361.69,25,True,2022-08-02,01:52:14,A,G,K,P,R,Electronics,Outdoor,Snacks,Games,Pets,451.26,27.79,28.04,19.15,2.19,2,8,16,30,6
102,Dawn Lee MD,19,Other,56642.51,449,True,2023-03-21,05:14:22,C,H,K,O,R,Electronics,Outdoor,Food,Toys,Beauty,62.86,165.71,35.33,5.52,4.67,3,3,5,38,67
103,Katrina Martinez,32,Other,55579.07,238,False,2022-04-26,08:51:42,A,F,I,M,Q,Clothing,Outdoor,Drinks,Sports,Beauty,331.5,79.26,37.88,18.43,7.17,3,2,17,34,14
104,Jonathan Moore,21,Male,44764.62,527,False,2022-08-31,01:38:57,B,G,L,N,Q,Electronics,Home,Food,Sports,Pets,461.38,196.91,18.01,15.74,4.47,2,3,5,25,32
105,Steven Torres,48,Other,55438.81,129,False,2022-10-27,05:17:15,B,F,K,P,T,Clothing,Home,Food,Toys,Health,278.0,61.48,27.5,16.33,6.35,2,4,10,14,72
106,Kristen Coleman,30,Other,47618.52,243,True,2022-04-23,18:04:00,C,E,K,P,T,Electronics,Home,Drinks,Toys,Health,456.43,186.77,30.83,4.12,4.4,1,6,2,13,79
107,Roy Herrera,27,Male,37936.97,168,True,2022-10-11,23:09:12,A,H,K,P,Q,Clothing,Outdoor,Snacks,Games,Pets,368.1,66.18,42.14,12.45,3.24,1,5,5,10,54
108,Yvonne Butler,63,Other,45855.83,478,False,2022-07-02,20:13:17,C,F,I,M,S,Electronics,Outdoor,Drinks,Toys,Pets,185.17,76.44,31.94,3.36,5.1,2,3,7,6,26
109,Tyler Owen,37,Male,57880.96,234,True,2023-02-14,13:08:21,B,F,L,P,T,Clothing,Outdoor,Drinks,Games,Pets,165.77,178.18,7.86,10.81,3.89,2,3,18,13,41
110,Amy Jones,44,Female,48117.75,308,True,2022-10-08,13:38:56,A,G,J,M,T,Clothing,Office,Food,Sports,Beauty,41.58,95.11,8.85,10.98,6.68,3,8,12,25,21
111,Joshua Perez,50,Female,61448.82,492,True,2022-10-21,04:06:20,B,F,K,P,Q,Books,Office,Food,Toys,Health,468.89,7.46,25.66,8.43,0.94,2,7,15,31,21
112,George Moore,22,Other,42545.08,971,True,2022-10-24,11:05:24,D,G,L,P,R,Books,Home,Food,Sports,Pets,171.47,21.02,2.41,18.07,2.02,3,7,6,11,78
113,Dennis Garcia,54,Other,36725.07,416,True,2022-06-08,13:25:20,D,F,K,O,R,Clothing,Office,Drinks,Sports,Beauty,159.86,180.74,3.01,13.27,6.12,4,9,1,34,34
114,Christopher Mcdonald,18,Male,52952.85,490,False,2022-12-02,04:28:01,D,E,L,O,Q,Clothing,Outdoor,Drinks,Sports,Beauty,479.24,35.57,44.2,12.86,1.74,3,4,19,49,9
115,Nicholas Anderson,40,Female,48036.85,338,False,2022-05-08,00:23:36,D,F,L,M,S,Books,Outdoor,Food,Games,Pets,93.13,148.94,9.84,18.75,7.18,3,9,14,42,70
116,Valerie Petty,38,Female,51120.72,774,False,2022-06-01,10:26:20,D,F,K,P,T,Books,Office,Snacks,Sports,Health,168.62,90.03,42.09,14.98,1.78,1,7,9,9,7
117,Jeffrey Rios,26,Male,58264.35,770,False,2022-11-30,06:58:28,A,G,L,O,T,Clothing,Outdoor,Drinks,Toys,Pets,76.94,22.09,14.11,1.07,2.28,2,1,19,46,92
118,Kayla Munoz,62,Female,44849.68,951,False,2022-08-22,04:28:36,C,E,J,N,Q,Electronics,Outdoor,Drinks,Toys,Pets,451.35,63.41,6.27,2.9,9.74,4,2,19,23,42
119,Catherine Spears,42,Other,56838.6,464,False,2023-04-02,07:32:11,D,E,I,P,R,Electronics,Home,Snacks,Sports,Beauty,112.36,64.49,2.1,4.26,7.64,3,2,15,17,97
120,Kevin Bridges,48,Male,41224.19,759,False,2022-06-09,02:46:05,B,E,K,M,S,Clothing,Outdoor,Drinks,Games,Health,251.33,187.61,5.47,4.35,4.89,2,3,13,49,90
121,Barry Torres,59,Male,44642.58,71,True,2022-04-30,17:48:39,B,H,K,O,R,Books,Outdoor,Snacks,Toys,Beauty,254.82,98.41,36.5,14.52,4.62,4,3,13,36,13
122,Sandra King,33,Male,60533.91,730,False,2022-04-10,16:26:31,B,G,K,N,T,Clothing,Office,Drinks,Games,Beauty,353.28,92.33,11.25,19.72,8.03,1,1,18,31,46
123,Jason Evans,26,Female,48844.68,305,False,2022-08-19,02:04:58,D,F,J,P,S,Books,Outdoor,Drinks,Sports,Health,225.65,22.36,39.17,17.91,7.01,1,2,7,46,17
124,Louis Rivera,20,Male,56147.98,603,True,2023-01-08,14:29:46,B,G,L,O,S,Books,Office,Food,Sports,Pets,264.45,106.82,27.05,14.58,0.67,2,4,1,32,92
125,Vanessa Duncan,34,Female,29958.98,690,False,2022-05-05,17:52:13,C,F,I,N,Q,Books,Home,Drinks,Games,Pets,210.96,42.37,33.82,11.62,3.12,2,5,13,1,19
126,Darren Graham,61,Female,54567.69,178,False,2022-12-28,18:47:52,C,G,L,P,S,Electronics,Office,Food,Games,Beauty,345.04,76.81,11.02,2.61,4.08,4,6,3,1,32
127,Ashley Young,20,Male,48028.32,626,False,2022-05-18,20:57:43,A,E,L,N,S,Books,Outdoor,Food,Toys,Beauty,263.53,73.62,30.05,17.21,6.87,3,9,13,5,22
128,Gabrielle Wright,33,Other,50867.71,99,True,2023-01-11,07:46:07,A,F,L,M,S,Clothing,Home,Drinks,Sports,Pets,415.01,12.93,32.37,12.67,4.31,1,4,9,37,32
129,Joseph Leon,21,Other,45575.62,216,False,2023-03-21,12:06:38,D,E,L,O,S,Electronics,Outdoor,Food,Toys,Beauty,470.45,184.65,34.89,14.86,4.37,4,8,2,14,96
130,Connor Delgado,64,Other,45181.82,697,True,2022-11-18,12:22:20,B,E,I,O,S,Clothing,Outdoor,Food,Sports,Beauty,229.48,18.18,44.42,6.98,1.57,1,3,2,1,31
131,Laura Wells,52,Male,49229.3,533,True,2022-06-08,18:39:41,D,H,L,P,T,Clothing,Home,Snacks,Sports,Pets,236.47,79.8,46.07,9.01,1.49,4,3,11,30,8
132,Johnny Thomas,54,Other,47350.54,114,False,2022-09-13,19:05:36,B,G,J,N,T,Books,Home,Drinks,Games,Beauty,340.04,85.77,6.95,18.03,6.91,4,2,16,10,69
133,Elizabeth Andrade,42,Male,51315.26,114,False,2022-08-20,08:38:31,B,H,L,O,T,Electronics,Outdoor,Snacks,Games,Health,154.93,83.15,44.0,18.53,8.94,3,6,18,26,31
134,Patrick Hughes,51,Male,47407.8,431,False,2022-04-27,07:17:42,D,H,J,P,T,Books,Office,Food,Sports,Beauty,283.45,141.51,25.12,12.88,8.05,4,9,3,35,86
135,Phillip Gentry,60,Male,47288.54,47,True,2023-01-20,15:16:14,C,F,L,P,R,Books,Home,Drinks,Toys,Health,103.35,113.2,29.37,15.91,4.76,1,1,15,16,14
136,Patricia Gould,20,Male,54286.53,893,True,2022-10-07,03:54:31,A,G,L,P,T,Clothing,Home,Food,Games,Beauty,364.03,9.55,29.83,12.25,0.7,3,7,3,38,94
137,Gregory Ortiz,41,Male,53491.63,623,False,2022-12-01,05:06:44,C,G,I,O,S,Books,Home,Snacks,Toys,Beauty,484.43,128.68,12.97,19.38,5.46,4,6,18,36,72
138,Olivia Martinez,63,Male,50810.1,871,True,2023-01-24,11:41:33,D,E,I,N,T,Clothing,Office,Food,Toys,Pets,88.8,168.74,27.15,16.86,8.0,4,8,4,28,68
139,Stacey Castillo,38,Other,42961.49,507,True,2023-01-07,11:36:11,B,E,J,M,R,Books,Home,Food,Games,Health,119.78,112.15,18.69,1.83,1.41,2,2,10,1,38
140,Maurice Wolfe,53,Other,49484.34,362,False,2022-10-18,01:58:11,B,F,J,N,Q,Electronics,Office,Food,Games,Pets,21.16,108.85,41.16,1.67,1.2,2,6,4,11,94
